Analysis_name	nb_genomes	genomes	id %	evalue	cover %	cliques_number	commentary
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.01_cover%_50/	21	['Escherichia_coli_s88', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_iai1', 'Escherichia_coli_ed1a', 'Escherichia_coli_iai39', 'Escherichia_coli_cft073', 'Escherichia_coli_55989', 'Shigella_sonnei_ss046', 'Escherichia_coli_uti89', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_umn026', 'Escherichia_coli_536', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_boydii_sb227', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_fergusonii_atcc_35469', 'Shigella_flexneri_5_str_8401', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_apec_o1']	60	0.01	50	2358	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.01_cover%_60/	21	['Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_5_str_8401', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_apec_o1', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_55989', 'Escherichia_coli_cft073', 'Shigella_flexneri_2a_str_2457t', 'Shigella_boydii_sb227', 'Escherichia_coli_ed1a', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_s88', 'Escherichia_coli_umn026', 'Escherichia_coli_536', 'Escherichia_coli_iai1', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_uti89']	60	0.01	60	2219	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.01_cover%_70/	21	['Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_apec_o1', 'Escherichia_coli_536', 'Escherichia_coli_iai39', 'Escherichia_coli_55989', 'Escherichia_coli_iai1', 'Shigella_flexneri_5_str_8401', 'Escherichia_fergusonii_atcc_35469', 'Shigella_boydii_sb227', 'Escherichia_coli_cft073', 'Escherichia_coli_uti89', 'Shigella_sonnei_ss046', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_flexneri_2a_str_2457t', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_s88', 'Escherichia_coli_ed1a', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_umn026']	60	0.01	70	2057	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.01_cover%_80/	21	['Shigella_sonnei_ss046', 'Shigella_boydii_sb227', 'Escherichia_coli_uti89', 'Escherichia_coli_umn026', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_cft073', 'Escherichia_coli_apec_o1', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_536', 'Escherichia_coli_ed1a', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_iai1', 'Escherichia_coli_s88', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_55989', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_iai39']	60	0.01	80	1910	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.01_cover%_90/	21	['Escherichia_coli_str_k_12_substr_w3110', 'Shigella_boydii_sb227', 'Escherichia_coli_ed1a', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_536', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_uti89', 'Escherichia_coli_cft073', 'Escherichia_coli_apec_o1', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_s88', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_iai1', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_umn026', 'Shigella_sonnei_ss046', 'Escherichia_coli_55989', 'Escherichia_coli_iai39']	60	0.01	90	1655	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.005_cover%_50/	21	['Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_iai1', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_55989', 'Escherichia_coli_apec_o1', 'Shigella_flexneri_2a_str_2457t', 'Shigella_sonnei_ss046', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_umn026', 'Shigella_dysenteriae_sd197', 'Shigella_boydii_sb227', 'Escherichia_coli_uti89', 'Escherichia_coli_iai39', 'Escherichia_coli_cft073', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_s88', 'Escherichia_coli_ed1a', 'Escherichia_coli_536']	60	0.005	50	2352	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.005_cover%_60/	21	['Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_55989', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_s88', 'Escherichia_coli_536', 'Shigella_sonnei_ss046', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_ed1a', 'Escherichia_coli_iai39', 'Escherichia_coli_apec_o1', 'Escherichia_coli_iai1', 'Escherichia_coli_umn026', 'Escherichia_coli_uti89', 'Escherichia_coli_cft073', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_boydii_sb227', 'Shigella_flexneri_2a_str_301', 'Escherichia_fergusonii_atcc_35469', 'Shigella_dysenteriae_sd197']	60	0.005	60	2222	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.005_cover%_70/	21	['Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_iai39', 'Escherichia_coli_apec_o1', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_cft073', 'Escherichia_coli_umn026', 'Shigella_flexneri_2a_str_2457t', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_uti89', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_536', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_iai1', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_boydii_sb227', 'Escherichia_coli_s88', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_55989', 'Shigella_sonnei_ss046', 'Escherichia_coli_ed1a']	60	0.005	70	2058	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.005_cover%_80/	21	['Escherichia_coli_cft073', 'Escherichia_coli_55989', 'Escherichia_coli_536', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Shigella_boydii_sb227', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Escherichia_coli_iai1', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_2a_str_301', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_umn026', 'Escherichia_coli_s88', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_ed1a', 'Shigella_flexneri_2a_str_2457t']	60	0.005	80	1912	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.005_cover%_90/	21	['Escherichia_coli_iai39', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_apec_o1', 'Escherichia_coli_ed1a', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_cft073', 'Shigella_sonnei_ss046', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_s88', 'Escherichia_coli_uti89', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_536', 'Escherichia_coli_iai1', 'Escherichia_coli_55989', 'Escherichia_coli_umn026', 'Shigella_boydii_sb227', 'Escherichia_fergusonii_atcc_35469']	60	0.005	90	1653	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.001_cover%_50/	21	['Escherichia_coli_536', 'Escherichia_coli_cft073', 'Escherichia_coli_iai1', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_ed1a', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_apec_o1', 'Escherichia_coli_55989', 'Escherichia_coli_s88', 'Shigella_flexneri_5_str_8401', 'Shigella_sonnei_ss046', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_umn026', 'Escherichia_coli_uti89', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_iai39', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_boydii_sb227', 'Escherichia_coli_str_k_12_substr_mg1655']	60	0.001	50	2354	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.001_cover%_60/	21	['Escherichia_coli_55989', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_apec_o1', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_iai1', 'Escherichia_coli_cft073', 'Escherichia_fergusonii_atcc_35469', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_umn026', 'Shigella_sonnei_ss046', 'Shigella_boydii_sb227', 'Escherichia_coli_536', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_ed1a', 'Escherichia_coli_iai39', 'Escherichia_coli_s88', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_uti89', 'Shigella_flexneri_2a_str_2457t']	60	0.001	60	2218	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.001_cover%_70/	21	['Shigella_sonnei_ss046', 'Shigella_flexneri_2a_str_301', 'Shigella_boydii_sb227', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_uti89', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_s88', 'Escherichia_coli_umn026', 'Shigella_dysenteriae_sd197', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_55989', 'Escherichia_coli_iai39', 'Escherichia_coli_536', 'Escherichia_coli_cft073', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_iai1', 'Escherichia_coli_apec_o1', 'Escherichia_coli_ed1a', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_str_k_12_substr_w3110']	60	0.001	70	2065	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.001_cover%_80/	21	['Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_apec_o1', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_ed1a', 'Escherichia_coli_iai1', 'Shigella_flexneri_5_str_8401', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_s88', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_uti89', 'Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_536', 'Escherichia_coli_cft073', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_umn026', 'Escherichia_coli_55989', 'Shigella_boydii_sb227']	60	0.001	80	1906	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_60_ev_0.001_cover%_90/	21	['Shigella_boydii_sb227', 'Escherichia_coli_cft073', 'Escherichia_coli_55989', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_dysenteriae_sd197', 'Shigella_sonnei_ss046', 'Escherichia_coli_536', 'Escherichia_coli_umn026', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_uti89', 'Escherichia_fergusonii_atcc_35469', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_iai39', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_ed1a', 'Escherichia_coli_s88', 'Escherichia_coli_apec_o1', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_iai1']	60	0.001	90	1654	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_65_ev_0.1_cover%_50/	21	['Escherichia_coli_o157_h7_str_edl933', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_536', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_iai39', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_boydii_sb227', 'Escherichia_coli_uti89', 'Escherichia_coli_55989', 'Shigella_flexneri_5_str_8401', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_umn026', 'Escherichia_coli_iai1', 'Escherichia_coli_cft073', 'Escherichia_coli_s88', 'Shigella_flexneri_2a_str_301', 'Shigella_sonnei_ss046', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_ed1a']	65	0.1	50	2351	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_65_ev_0.1_cover%_60/	21	['Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Shigella_flexneri_2a_str_301', 'Shigella_boydii_sb227', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_ed1a', 'Shigella_sonnei_ss046', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_s88', 'Escherichia_coli_iai39', 'Escherichia_coli_cft073', 'Escherichia_coli_55989', 'Escherichia_coli_umn026', 'Escherichia_coli_536', 'Escherichia_coli_iai1', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_flexneri_5_str_8401', 'Escherichia_fergusonii_atcc_35469']	65	0.1	60	2219	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_65_ev_0.1_cover%_70/	21	['Escherichia_coli_apec_o1', 'Escherichia_coli_iai1', 'Escherichia_coli_umn026', 'Shigella_sonnei_ss046', 'Escherichia_coli_uti89', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_cft073', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_ed1a', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_iai39', 'Escherichia_coli_s88', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_boydii_sb227', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_536', 'Escherichia_coli_55989', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_5_str_8401']	65	0.1	70	2056	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_65_ev_0.1_cover%_80/	21	['Shigella_flexneri_5_str_8401', 'Escherichia_coli_umn026', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_apec_o1', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_55989', 'Escherichia_coli_ed1a', 'Escherichia_coli_536', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_iai1', 'Shigella_boydii_sb227', 'Escherichia_coli_cft073', 'Escherichia_coli_uti89', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_iai39', 'Escherichia_coli_s88', 'Shigella_sonnei_ss046']	65	0.1	80	1906	
